rank,team,attack,defense,overall
106,Uganda,0.3156280133329831,0.3963557104394001,0.6983527793435967
107,Zimbabwe,0.35555324255746223,0.3099814194151124,0.6935093121907678
108,Iraqi Kurdistan,0.38182135734221867,0.25680876773045497,0.6914342382642529
109,Kazakhstan,0.33897420102983705,0.30374281634307243,0.6654564790959802
110,Armenia,0.4433098134748823,0.08868963219163468,0.6427253477684259
111,Bahrain,0.2858660646009388,0.3658179897962968,0.6372851495079542
112,Mozambique,0.43310656710292345,0.08763197032813756,0.6259425768141456
113,Yorkshire,0.4468494034378537,0.05307514989733228,0.6150700975787382
114,Curaçao,0.3190165507068551,0.246814920568488,0.5944888147649087
115,Guernsey,0.19465263336628016,0.4729839773671247,0.5917488458748192
116,Madagascar,0.34978939564499933,0.16225666154984214,0.5685457612643718
117,Libya,0.21696460943354384,0.37531471910514846,0.5552271258963034
118,Catalonia,0.35719521807844196,0.1307628376223403,0.5518890286064487
119,Luxembourg,0.1970197512866712,0.4026314197397892,0.5492096215829004
120,Equatorial Guinea,0.26040014208462475,0.28724468980610357,0.5471210380826821
121,Thailand,0.3053387652375692,0.20495185665478338,0.542398121048372
122,China,0.20852329501069464,0.34815434657089056,0.5258677251789277
123,Sierra Leone,0.2915753982565794,0.20170066150501686,0.5211950003383187
124,Cascadia,0.6332160959846154,-0.31262033017122104,0.5166564529337496
125,Western Armenia,0.3590986957033586,0.08549891527410806,0.5139839917170829
126,Kenya,0.28894600880345417,0.1887045662806019,0.5069885484045978
127,Togo,0.19185585003814673,0.34393430636130046,0.5025203655941223
128,Comoros,0.2695486245633562,0.202352306797684,0.49256618783541284
129,Faroe Islands,0.1467442274021406,0.4071759278763551,0.4925306304806406
130,North Korea,0.3366963783898077,0.08328176248853059,0.48022197032581726
131,Gotland,0.424735869952153,-0.05800573765391161,0.4694653862180229
132,Suriname,0.2082794952789893,0.26564871672465695,0.46484892386849497
133,Cyprus,0.2633713103439482,0.1637047580147433,0.45231717589777887
134,Estonia,0.20166245776023078,0.25761154254348473,0.4505395666398797
135,Elba Island,0.3837549177728845,-0.02305149350921531,0.4444664369272453
136,Parishes of Jersey,0.33482257667482257,0.035256328409602355,0.43233444411613275
137,Azerbaijan,0.17582236871631712,0.2663505217691397,0.4260557421778324
138,Tanzania,-0.008058930873485193,0.5562089453748255,0.4185947967125615
139,Rwanda,-0.02736427473359264,0.5547871694845481,0.39881228089571963
140,Réunion,0.06392647653402751,0.39374743087900826,0.3914896200723277
141,Latvia,0.1123562926437581,0.2622957557704107,0.3496279795184386
142,Shetland,0.5014206946246802,-0.27111433446755295,0.3396402619100247
143,Maule Sur,-0.31360827982199085,0.9377700515065778,0.3393053559921124
144,Namibia,0.10730807463647676,0.254562254904805,0.33802138600177456
145,Kuwait,0.24092613526496984,0.05661705166903122,0.3274711749907264
146,Malawi,0.042254314803255054,0.32278176637676265,0.31902786893643753
147,Burundi,0.15728680384492907,0.15308482298164766,0.3122742854892142
148,Cape Verde Islands,-1.0117326373841578,2.9001864363172625,0.30857550384836363
149,Vietnam,0.14353778036688636,0.14676715670091475,0.2908554087276414
150,Ethiopia,0.17432772242895728,0.09241854761111078,0.27872216764036717
151,Kyrgyzstan,0.21879333351107022,0.03414932551013345,0.27814685673013695
152,Sudan,0.004546444870845067,0.30535028644746653,0.26769158035084395
153,Ellan Vannin,0.26083945907913786,-0.03461779883444864,0.2627952941270544
154,Kernow,0.09691760261857216,0.16176005200724458,0.25112429626759836
155,Liberia,0.10354286243805823,0.15105639452567843,0.24929412146710406
156,Tajikistan,0.01974383424049271,0.2522587239663035,0.24289636060712205
157,Guinea-Bissau,-0.026283250113926394,0.3079718713818083,0.23912315771348813
158,Mauritania,-0.049035205085559204,0.3347053818642445,0.23659873969576184
159,Lithuania,0.018434071346284796,0.24540561526897628,0.2362179019895576
160,Central African Republic,0.31387791686460353,-0.1353997815261753,0.22372818790821136
161,Mayotte,-0.3594860055400155,0.7435997250036506,0.22263549586320075
162,Corsica,0.014822527530474883,0.2245969163501172,0.2160947735085177
163,Indonesia,0.21798445071022815,-0.0333772798475817,0.20962718027542304
164,Dominican Republic,0.2192333005267303,-0.053907682329693195,0.18973456358711527
165,Felvidék,-0.10366011620723795,0.3149422607426032,0.17170064840131394
166,Botswana,0.005598398246971148,0.17245316657629528,0.1640163957730142
167,Moldova,0.11111025351100239,0.03607816202866527,0.1529532121703846
168,Donetsk PR,-0.008985820418816803,0.16701656155580455,0.14486883433886766
169,Lebanon,-0.14212712031877206,0.32280203545549246,0.14339378149569437
170,Trinidad and Tobago,0.19367980817361757,-0.08024284672248308,0.13015742914501516
171,Délvidék,0.19213435076303556,-0.08731282148738895,0.12059532773742232
172,Chameria,0.23438681753169788,-0.14962438094874772,0.1027354689981006
173,Malta,-0.048784711264173976,0.14924929867155814,0.09103179200409472
174,Lesotho,-0.04621672941624007,0.13584012777536672,0.08185281199481453
175,El Salvador,-0.1921783417852356,0.2767084626574694,0.06688416439310718
176,Artsakh,0.2023076165584993,-0.1492575207260774,0.06325261688534933
177,Eswatini,0.09625700355663556,-0.07270948548319639,0.02562393237627636
178,Nicaragua,-0.055811243950185586,0.07549342962598125,0.018431805839262294
179,Mapuche,0.2270883660335477,-0.2168220283335994,0.012817737416388697
180,Martinique,0.07642636405828243,-0.07323605092582901,0.0034382090272715438
181,Tamil Eelam,-0.1840005499799221,0.18126430911535912,-0.0022794926894701417
182,Surrey,-0.01041212189866705,0.0009918083479249526,-0.009366786733811638
183,South Ossetia,0.20485768081985284,-0.221086978837923,-0.020081548991567333
184,Malaysia,0.09515125276928198,-0.12160546327900972,-0.029483266065729596
185,Republic of Congo,0.039812312716756004,-0.08102881277539611,-0.04378669517523193
186,Székely Land,0.39809293637479926,-0.4361326528665984,-0.057731553077654985
187,Gozo,-0.3141270998929202,0.22642845892116417,-0.06695020026989029
188,Monaco,-0.22408486174913955,0.12147643425277753,-0.08636461724267108
189,Guadeloupe,0.04969140156016809,-0.12935097157547756,-0.08714276533160192
190,Luhansk PR,0.13455239041471334,-0.2679750544661756,-0.1632899345941219
191,United Koreans in Japan,-0.5002843960550579,0.24478325303882795,-0.17651601614693757
192,Turkmenistan,-0.026736704749218142,-0.19684301030313198,-0.24393532578510324
193,Franconia,0.11873316274994879,-0.31723359226042724,-0.24725393122869121
194,Biafra,-0.6956719382432172,0.2924334523656977,-0.24770570410806997
195,Andorra,-0.6112649857288578,0.21152589217669346,-0.26668435246347144
196,Yemen,0.10069360662163085,-0.327398932876886,-0.28141709040354024
197,Galicia,-0.44141749545660525,0.07422336579210345,-0.2853401344120251
198,Orkney,-0.050145447148375114,-0.2135918130513441,-0.28702608741040525
199,Sápmi,0.17430274544675634,-0.3975722529530917,-0.2977914131888597
200,India,-0.45645580490026033,0.020402175197917656,-0.3462795334960309
201,French Guiana,-0.1004784211138106,-0.25694815492448464,-0.3885734622281307
202,Western Isles,0.07067735191852559,-0.3889104199584388,-0.40213748867362575
203,Hong Kong,-0.2150776868423688,-0.1961679110180119,-0.4102524058024616
204,South Sudan,-0.2997774454394379,-0.14971553701675008,-0.42052067939324045
205,Menorca,-0.025988533164530495,-0.3330254854155301,-0.4208365926185421
206,Saare County,0.1857625229180406,-0.48748559627864874,-0.4240808019385647
207,Chad,-0.37309802919173984,-0.11412705704632789,-0.43229680652898306
208,Mauritius,-0.3108640078244396,-0.16756789690100193,-0.44961204449236025
209,Guyana,0.14260661805584565,-0.4804938644858096,-0.4635966866096368
210,Cuba,-0.2046996419478867,-0.274139649733126,-0.5005064454172506
211,Philippines,-0.07437515341735271,-0.38630062916318514,-0.5432036234274941
212,Vatican City,-0.015586332279987779,-0.4658165352644982,-0.6087801495060678
213,Somalia,-0.677321281547973,-0.11264245971960768,-0.6112557950903558
214,Hitra,0.3608967999090309,-0.7365123817325354,-0.6540230228378618
215,Puerto Rico,-0.11397160251038715,-0.44255845899313456,-0.6644015482541131
216,Eritrea,-0.33727214052164367,-0.3638358465587276,-0.7251234217489505
217,Romani people,-0.0898676274340065,-0.4977362618309757,-0.7309410459935209
218,Somaliland,0.19616685755026514,-0.6789189190622197,-0.7550150547266024
219,Gibraltar,-0.5349918810739648,-0.321082661560139,-0.7929454898557347
220,Singapore,-0.1937348833529931,-0.4889879416130813,-0.8067887576736616
221,New Caledonia,-0.40746288501800937,-0.4413478381519536,-0.8894652826708279
222,Sao Tome and Principe,-0.21872979678277624,-0.575092802136049,-0.9737566484815956
223,Yoruba Nation,-0.5633610762716361,-0.4453261520318584,-0.9917068264550933
224,Åland Islands,-0.5603362870765928,-0.44755656851622017,-0.9934677940833669
225,Liechtenstein,-1.1500499062212353,-0.28302255915024876,-1.0105141328908975
226,Bermuda,0.06071373356568986,-0.7370248357891475,-1.0271143437120922
227,Aymara,-0.31775689619116576,-0.5686976003323845,-1.0381858671438242
228,Grenada,-0.3275677019971167,-0.5801917458247633,-1.0657064304762365
229,Kabylia,-0.10127584320498756,-0.6966639229573981,-1.103362143294783
230,Djibouti,-0.31535833970773747,-0.6089709537347571,-1.1090110750531794
231,Afghanistan,-0.7854699668078927,-0.47059635247836695,-1.1450432472556227
232,Matabeleland,-0.6347026432629111,-0.5421810788630149,-1.1896606014259494
233,Belize,-0.6514691525818095,-0.5587849597476605,-1.2272672795165287
234,Alderney,-0.33092409956877133,-0.6784828007110348,-1.2526255538270323
235,Saint Vincent and the Grenadines,-0.1478322804232929,-0.7628935559960199,-1.2818966289982932
236,Nepal,-0.8779984764234015,-0.5448157183942849,-1.3086766572130226
237,Montserrat,-0.49623562066721805,-0.6518905483741474,-1.3103475029821092
238,San Marino,-0.8749088303540644,-0.558171410677856,-1.330574137794394
239,Ryūkyū,-0.15222640864834547,-0.793894843055869,-1.3532012234088984
240,Bangladesh,-0.644543714071047,-0.6313216627143007,-1.3551917949126588
241,Falkland Islands,-0.39438170608703177,-0.7077111555801555,-1.3552443925748203
242,Sri Lanka,-0.9636102220224197,-0.5552511538339392,-1.3608654849728663
243,Greenland,-0.22551094037347127,-0.7934092462132117,-1.412812837939597
244,Tahiti,-0.8031022748841705,-0.6289999872898868,-1.42779670121822
245,Saint Martin,-0.1740963993559668,-0.8277801557046359,-1.4480176784828975
246,Taiwan,-0.3169976222999515,-0.7927671869500359,-1.481169593059112
247,Saint Barthélemy,-0.0771634081097262,-0.8785720768657851,-1.4817210155954266
248,Saint Lucia,-0.5039379588353872,-0.7404285495009348,-1.4926870554365714
249,Saint Kitts and Nevis,-0.4414714422417174,-0.7683912749201415,-1.5132051213200453
250,West Papua,-0.513424812234711,-0.7704423707444386,-1.562279370647772
251,Aruba,-0.41224966659818707,-0.8589609541129294,-1.6985476000743036
252,Cambodia,-0.44292606644804305,-0.8518864952132034,-1.7019100682653194
253,Myanmar,-0.4113881887765956,-0.8610948885575215,-1.7030198908207161
254,Pakistan,-0.9985102409914882,-0.7313715096895501,-1.7095006520620268
255,Barawa,-0.22800069321171573,-0.9387453341463804,-1.7606478032063548
256,Dominica,-0.7839287337484333,-0.8090626263455953,-1.789193254981273
257,Fiji,-0.39237939569019714,-0.9041188549768663,-1.7943069485319958
258,Raetia,-0.14641497319581528,-0.9960291503454053,-1.8437101668202405
259,Solomon Islands,-0.6091188903729705,-0.9099411388417542,-1.9403464758521833
260,Maldives,-0.8412236558083723,-0.8859050399050095,-1.993995700263313
261,Vanuatu,-0.6068374065819698,-0.9342290099271836,-2.0001783511993163
262,Papua New Guinea,-0.6758022562894648,-0.9281728892655907,-2.0211344661628425
263,Mongolia,-1.0937996909552317,-0.857109107060853,-2.021397515456329
264,Antigua and Barbuda,-0.9509402849830416,-0.8815609073214286,-2.0282882883550544
265,Barbados,-0.38791274177497936,-0.9989542993321475,-2.036969262120752
266,Seychelles,-0.8936469204691975,-0.9094831815183962,-2.0738780698792874
267,Bonaire,-0.8207339349362758,-0.9835607645206609,-2.233852129707793
268,Two Sicilies,-0.6741839583050668,-1.082679315875213,-2.443007773663216
269,Sint Maarten,-0.38297092558153156,-1.1525491499184082,-2.4844211639545963
270,Laos,-0.7761596857867789,-1.0819652554096204,-2.490302469676844
271,Cayman Islands,-1.1552016470220703,-1.0394851072824818,-2.5127666331892295
272,Hmong,0.021575395911137496,-1.2649723129168986,-2.5211848118478075
273,East Turkestan,0.20735399203565708,-1.3867259083028909,-2.7713085083624938
274,British Virgin Islands,-1.0680401221084919,-1.1376373532915165,-2.775708204869275
275,Frøya,-0.7394440597107729,-1.180252907720641,-2.7778181272252715
276,Chagos Islands,0.01107027970384917,-1.3562775407652428,-2.870585059801133
277,Timor-Leste,-0.9496590160365498,-1.2054672746934578,-2.9514457070556404
278,Tibet,-0.06432207972414414,-1.4203905797092988,-3.2010336953692713
279,Saint Helena,-0.793557903686274,-1.3463913135831302,-3.3912974499371944
280,Guam,-1.2857337563914912,-1.3049310891503638,-3.410987316718115
281,Bhutan,-1.239788833721856,-1.3371042222739744,-3.518555068573476
282,Brunei Darussalam,-1.0854963899364318,-1.3807771856132847,-3.640257968148132
283,United States Virgin Islands,-1.403184602728708,-1.4146437747611542,-3.8692074310448588
284,Bahamas,-0.9039346445358654,-1.458820042960789,-3.8959085818349934
285,Macao,-1.6679244432252869,-1.457144028161625,-4.1050411845603945
286,Anguilla,-1.826282276797287,-1.5112855081706515,-4.371542634653473
287,Samoa,-1.4440206515460496,-1.7083250223601478,-5.283731275134908
288,Turks and Caicos Islands,-1.289559082236574,-1.7546491691886184,-5.506026904541978
289,Ticino,-0.8621204086535607,-1.894210953222056,-6.225035546724591
290,Cook Islands,-2.448422891895673,-2.0686586872266624,-7.827770788854359
291,Tuvalu,-1.3814954106449098,-2.223764863917229,-8.990857927906305
292,Marshall Islands,-1.3927693183328944,-2.4659427228965365,-11.526190594812027
293,Northern Mariana Islands,-1.610184457524423,-2.4792108281326635,-11.731993678694494
294,Tonga,-1.7087036757592573,-2.513284376415436,-12.16431011738082
295,American Samoa,-2.308603127304624,-2.910371921794443,-18.26422712646954
